dt_referencia,seller_id,dt_ultima_venda,receita_total,qtde_venda,qtde_itens_total,qtde_itens_distintos_total,frete_total,receita_por_venda,qtde_itens_por_venda,frete_por_venda,frete_por_item,proporcao_ativacao,qtde_venda_futura,flag_churn
2017-10-01,cac4c8e7b1ca6252d8f20b2fc1a2e4af,2017-09-12 14:29:16,1000.0,15,17,11,325.62,67.0,1,22.0,19.154117647058825,1.0,12,0
2017-10-01,cb3dd9ce66268c7a3ca7241ac70ab58c,2017-09-23 10:45:22,937.0,19,21,10,361.10999999999996,49.0,1,19.0,17.195714285714285,1.0,10,0
2017-10-01,cb8bcce248bb1fb274ba762d8b971456,2017-09-28 22:23:10,3666.0,26,26,4,430.88000000000005,141.0,1,17.0,16.572307692307696,0.83,14,0
2017-10-01,cb9fb4ca75d7ba8437480e8dde64fe98,2017-09-23 10:58:20,486.0,9,9,3,153.58,54.0,1,17.0,17.064444444444447,0.67,1,0
2017-10-01,cbd996ad3c1b7dc71fd0e5f5df9087e2,2017-09-30 22:28:46,1196.0,32,40,7,543.0800000000003,37.0,1,17.0,13.577000000000007,0.83,25,0
2017-10-01,cc3d14116804f7209f3884f6367f1152,2017-09-29 17:29:48,1172.0,5,6,3,94.66,234.0,1,19.0,15.776666666666666,0.67,6,0
2017-10-01,cc419e0650a3c5ba77189a1882b7556a,2017-09-30 20:52:51,34566.0,618,637,26,9033.369999999997,56.0,1,15.0,14.181114599686024,1.0,513,0
2017-10-01,cca3071e3e9bb7d12640c9fbe2301306,2017-09-30 21:55:40,27952.0,313,366,161,6379.509999999996,89.0,1,20.0,17.43035519125682,1.0,133,0
2017-10-01,ccada0ef508e698917a6eab263375905,2017-09-09 21:08:46,53.0,2,2,2,32.0,26.0,1,16.0,16.0,0.33,1,0
2017-10-01,ccb83a794700270fde70898fe9ff368b,2017-08-06 13:09:40,9124.0,10,10,2,1479.2600000000002,912.0,1,148.0,147.92600000000002,0.67,0,1
2017-10-01,ccc4bbb5f32a6ab2b7066a4130f114e3,2017-09-28 15:00:27,19032.0,39,39,7,1047.8299999999997,488.0,1,27.0,26.86743589743589,1.0,33,0
2017-10-01,cce6ab8d1682639fe45ab70234f1665f,2017-09-29 14:10:13,1365.0,34,37,13,644.1500000000003,40.0,1,19.0,17.40945945945947,0.83,27,0
2017-10-01,ccf8813e5a7d6c84d865cd38bfc2b130,2017-09-17 15:12:17,158.0,2,2,2,25.79,79.0,1,13.0,12.895,0.33,3,0
2017-10-01,cd06602b43d8800bd0afad514919d35c,2017-09-24 19:21:57,1358.0,17,22,12,330.1300000000001,80.0,1,19.0,15.005909090909096,1.0,4,0
2017-10-01,cd52a8efd71af3336b14b5039b951cc1,2017-09-13 08:23:41,112.0,2,2,1,34.3,56.0,1,17.0,17.15,0.17,1,0
2017-10-01,cd68562d3f44870c08922d380acae552,2017-09-29 14:18:25,8045.0,64,65,31,1014.7700000000002,126.0,1,16.0,15.611846153846157,1.0,34,0
2017-10-01,cd843d4cf8ef32827de0396605163ba3,2017-08-16 22:05:39,758.0,2,2,2,172.18,379.0,1,86.0,86.09,0.33,2,0
2017-10-01,ce248b21cb2adc36282ede306b7660e5,2017-09-26 22:40:34,352.0,6,6,2,105.05,59.0,1,18.0,17.508333333333333,0.5,18,0
2017-10-01,ce27a3cc3c8cc1ea79d11e561e9bebb6,2017-09-26 16:25:06,8283.0,85,112,30,1641.6200000000008,97.0,1,19.0,14.657321428571436,1.0,2,0
2017-10-01,ce7d1888639e6fb06b2749cbfdac1ff7,2017-09-27 15:58:52,1158.0,8,8,2,222.10999999999996,145.0,1,28.0,27.763749999999995,0.33,13,0
2017-10-01,cee48807215b30a12ca2ca10ffb5f250,2017-09-27 13:54:38,846.0,5,5,5,109.89999999999998,169.0,1,22.0,21.979999999999997,0.33,8,0
2017-10-01,cf2384dd2f1dddea3f838efed0945e65,2017-08-27 13:57:15,890.0,7,7,4,207.96,127.0,1,30.0,29.708571428571428,0.67,5,0
2017-10-01,cfb1a033743668a192316f3c6d1d2671,2017-09-28 00:20:50,3691.0,41,47,26,799.4800000000001,90.0,1,19.0,17.01021276595745,1.0,38,0
2017-10-01,d03698c2efd04a549382afa6623e27fb,2017-07-24 11:14:05,1834.0,5,5,5,166.64999999999998,367.0,1,33.0,33.33,0.5,2,0
2017-10-01,d12c926d74ceff0a90a21184466ce161,2017-09-25 16:48:40,1826.0,33,45,21,548.82,55.0,1,17.0,12.196000000000002,1.0,15,0
2017-10-01,d1b65fc7debc3361ea86b5f14c68d2e2,2017-09-28 19:31:57,8566.0,27,28,22,973.2700000000003,317.0,1,36.0,34.75964285714287,1.0,10,0
2017-10-01,d1c281d3ae149232351cd8c8cc885f0d,2017-09-26 21:14:41,11675.0,86,103,53,2342.4800000000005,136.0,1,27.0,22.742524271844665,1.0,37,0
2017-10-01,d20b021d3efdf267a402c402a48ea64b,2017-09-26 21:20:48,1876.0,39,46,27,730.6700000000002,48.0,1,19.0,15.884130434782612,1.0,11,0
2017-10-01,d2374cbcbb3ca4ab1086534108cc3ab7,2017-09-25 21:33:51,7142.0,195,240,56,3362.2099999999955,37.0,1,17.0,14.009208333333314,1.0,74,0
2017-10-01,d2f3e277560ed4c6361284429b00f037,2017-09-20 17:16:44,316.0,6,6,6,119.00999999999999,53.0,1,20.0,19.834999999999997,0.5,1,0
2017-10-01,d32e3909cfb714fb2a6cb092c85b9c5f,2017-09-06 11:17:54,237.0,2,2,2,48.69,118.0,1,24.0,24.345,0.33,1,0
2017-10-01,d354c38a7182125a748cb10474fe963b,2017-09-10 12:11:43,296.0,7,8,5,125.32,42.0,1,18.0,15.665,0.83,8,0
2017-10-01,d3674f271c91f824f82d24d92011f669,2017-09-06 14:39:40,116.0,3,3,2,49.37,39.0,1,16.0,16.456666666666667,0.5,6,0
2017-10-01,d379f449f2a3b271bc01c0782020f705,2017-09-14 18:46:57,1434.0,9,9,6,296.67,159.0,1,33.0,32.96333333333334,0.67,1,0
2017-10-01,d3f39f05462b79a4562d35893a28f159,2017-09-16 17:04:01,192.0,4,4,1,53.9,48.0,1,13.0,13.475,0.33,3,0
2017-10-01,d4e12e7884759a14fa0f5f896c791cae,2017-09-07 15:21:22,20.0,1,1,1,15.11,20.0,1,15.0,15.11,0.17,6,0
2017-10-01,d4e4b5192cba4e0e66eb12a9d347239d,2017-09-12 18:00:13,263.0,6,6,5,98.35,44.0,1,16.0,16.391666666666666,0.5,3,0
2017-10-01,d50d79cb34e38265a8649c383dcffd48,2017-09-19 21:35:53,7100.0,42,42,14,1155.15,169.0,1,28.0,27.50357142857143,1.0,8,0
2017-10-01,d51e0a403fe2e689ece6c73359d96e12,2017-08-21 15:49:41,594.0,1,3,1,41.19,594.0,3,41.0,13.729999999999999,0.17,3,0
2017-10-01,d57e18d5f73c7ccb7f7339b61166898d,2017-09-10 12:54:36,36.0,1,1,1,29.29,36.0,1,29.0,29.29,0.17,13,0
2017-10-01,d5c530f4884a75ae0dba9c148718d278,2017-09-15 13:52:28,20.0,1,1,1,15.1,20.0,1,15.0,15.1,0.17,5,0
2017-10-01,d624126b9206f595fb3fbb6ba03b28a8,2017-09-27 20:09:36,2769.0,8,8,5,177.5,346.0,1,22.0,22.1875,0.67,6,0
2017-10-01,d6b664fa0667064c6d76394e7848d790,2017-07-15 19:20:51,2758.0,3,3,2,111.14,919.0,1,37.0,37.04666666666667,0.33,0,1
2017-10-01,d73cbd89533ce8b041a9190241453ac8,2017-07-12 08:58:21,120.0,1,1,1,13.86,120.0,1,14.0,13.86,0.17,0,1
2017-10-01,d7b2377bae6ace1b11fc69a11900ac36,2017-09-05 09:03:33,160.0,2,2,2,27.21,80.0,1,14.0,13.605,0.33,1,0
2017-10-01,d91fb3b7d041e83b64a00a3edfb37e4f,2017-09-03 15:40:26,12714.0,127,127,81,2226.62,100.0,1,18.0,17.532440944881888,1.0,22,0
2017-10-01,d93844a9c55ba7ce353388bcf849ea56,2017-09-12 09:22:25,1330.0,7,7,5,251.73000000000002,190.0,1,36.0,35.96142857142858,0.83,2,0
2017-10-01,d9442042130b7fe579d1295f9f4a248f,2017-09-11 20:01:57,776.0,19,22,8,338.88000000000005,41.0,1,18.0,15.403636363636366,1.0,0,1
2017-10-01,d94a40fd42351c259927028d163af842,2017-09-17 20:39:20,695.0,5,5,3,110.02000000000001,139.0,1,22.0,22.004,0.5,35,0
2017-10-01,d94ba08b99bedd6a5f6c875ecc4a6fac,2017-07-27 10:15:39,540.0,8,9,1,161.6,67.0,1,20.0,17.955555555555556,0.5,0,1
2017-10-01,d98eec89afa3380e14463da2aabaea72,2017-09-30 14:55:46,1750.0,50,53,17,1036.0699999999997,35.0,1,21.0,19.54849056603773,1.0,45,0
2017-10-01,da8622b14eb17ae2831f4ac5b9dab84a,2017-09-30 21:38:11,26295.0,190,230,82,4207.95,138.0,1,22.0,18.295434782608694,1.0,285,0
2017-10-01,daeb5653dd96c1b11860f72209795012,2017-09-28 21:03:18,68.0,3,3,3,46.0,23.0,1,15.0,15.333333333333334,0.17,15,0
2017-10-01,db4350fd57ae30082dec7acbaacc17f9,2017-09-27 14:29:22,1074.0,57,59,17,855.2400000000002,19.0,1,15.0,14.495593220338987,1.0,42,0
2017-10-01,db46ca7bce82b11f7e247539271fc390,2017-07-05 09:08:28,764.0,13,13,8,174.73999999999995,59.0,1,13.0,13.441538461538459,0.67,0,1
2017-10-01,dbb9b48c841a0e39e21f98e1a6b2ec3e,2017-09-30 18:54:53,3780.0,52,59,33,793.4600000000003,73.0,1,15.0,13.448474576271192,1.0,18,0
2017-10-01,dbbcfe2c8d026742134ac3e28ccde274,2017-07-25 09:07:16,104.0,1,1,1,15.49,104.0,1,15.0,15.49,0.17,1,0
2017-10-01,dbc22125167c298ef99da25668e1011f,2017-09-30 15:42:59,16132.0,193,204,67,3856.209999999999,83.0,1,20.0,18.902990196078427,1.0,69,0
2017-10-01,dc317f341ab0e22f39acbd9dbf9b4a1f,2017-09-29 16:22:26,8270.0,18,19,4,1057.43,459.0,1,59.0,55.654210526315794,0.67,27,0
2017-10-01,dc4a0fc896dc34b0d5bfec8438291c80,2017-09-30 14:48:37,13211.0,121,130,98,2408.7799999999997,109.0,1,20.0,18.52907692307692,1.0,57,0
2017-10-01,dc8798cbf453b7e0f98745e396cc5616,2017-09-25 22:52:48,1142.0,23,28,22,328.92,50.0,1,14.0,11.747142857142858,0.83,8,0
2017-10-01,dd2bdf855a9172734fbc3744021ae9b9,2017-09-26 15:51:24,6460.0,53,57,25,1044.1600000000005,122.0,1,20.0,18.318596491228078,1.0,20,0
2017-10-01,dd533b429f380718b70ad9922c294bae,2017-09-27 01:05:36,1664.0,30,34,9,791.6600000000001,55.0,1,26.0,23.284117647058824,1.0,9,0
2017-10-01,dd7ddc04e1b6c2c614352b383efe2d36,2017-09-26 21:12:04,2795.0,32,37,21,800.6200000000003,87.0,1,25.0,21.638378378378388,1.0,27,0
2017-10-01,dd8a29ce82d5c705ba932d81494600a5,2017-09-01 16:13:42,206.0,2,2,2,27.5,103.0,1,14.0,13.75,0.33,0,1
2017-10-01,de23c3b98a88888289c6f5cc1209054a,2017-09-29 01:56:43,3421.0,19,19,13,287.15000000000003,180.0,1,15.0,15.113157894736844,0.67,80,0
2017-10-01,df560393f3a51e74553ab94004ba5c87,2017-08-22 14:47:32,1726.0,13,14,7,266.74999999999994,133.0,1,21.0,19.053571428571423,0.67,2,0
2017-10-01,dfc5fb7259bb2b599ca565e6e9448f0f,2017-09-15 16:20:39,1000.0,5,5,4,74.19999999999999,200.0,1,15.0,14.839999999999998,0.5,6,0
2017-10-01,e00d85ce20ea50c1224c66ca5050527d,2017-07-13 11:24:43,149.0,1,1,1,8.3,149.0,1,8.0,8.3,0.17,0,1
2017-10-01,e067ad2c1c0b48758eb1b5228bcf7a68,2017-08-28 17:45:20,807.0,12,12,7,266.75,67.0,1,22.0,22.229166666666668,0.83,6,0
2017-10-01,e06f09ec0a4aca210779cf1cfc63cf19,2017-09-19 15:49:02,2859.0,12,13,12,307.00000000000006,238.0,1,26.0,23.61538461538462,0.67,17,0
2017-10-01,e09887ca8c7bf8a4621ce481820414ef,2017-09-09 08:33:15,40.0,1,2,2,35.26,40.0,2,35.0,17.63,0.17,2,0
2017-10-01,e0a366315b1b726b6c7832d664c0f530,2017-09-28 00:23:56,1095.0,5,7,5,96.35000000000001,219.0,1,19.0,13.764285714285716,0.33,8,0
2017-10-01,e1b12447a7563944843191754aeb5562,2017-09-12 13:52:02,140.0,1,1,1,15.73,140.0,1,16.0,15.73,0.17,7,0
2017-10-01,e21a1e8be4715b0fcfd5385643bc49c4,2017-08-31 08:55:41,456.0,13,15,10,325.75000000000006,35.0,1,25.0,21.716666666666672,0.67,4,0
2017-10-01,e24fc9fcd865784fb25705606fe3dfe7,2017-09-27 22:01:24,5019.0,21,24,14,402.16999999999996,239.0,1,19.0,16.75708333333333,1.0,7,0
2017-10-01,e26901d5ab434ce92fd9b5c256820a4e,2017-09-12 22:47:46,9523.0,147,159,16,2106.9599999999978,65.0,1,14.0,13.251320754716968,1.0,0,1
2017-10-01,e2a1ac9bf33e5549a2a4f834e70df2f8,2017-07-06 14:51:37,6000.0,2,2,1,90.22,3000.0,1,45.0,45.11,0.33,0,1
2017-10-01,e2aee0892199b1d92530e371abd825bf,2017-08-18 18:42:21,2179.0,19,20,10,1209.98,115.0,1,64.0,60.499,0.83,2,0
2017-10-01,e333046ce6517bd8bb510291d44f0130,2017-09-23 17:38:22,2276.0,16,16,13,296.88,142.0,1,19.0,18.555,0.5,9,0
2017-10-01,e38db885400cd35c71dfd162f2c1dbcf,2017-09-23 08:32:53,185.0,3,3,3,60.32000000000001,62.0,1,20.0,20.10666666666667,0.33,4,0
2017-10-01,e48b04bf1aa1ef711caebeb7aede6180,2017-09-26 07:58:27,947.0,8,8,4,187.31,118.0,1,23.0,23.41375,1.0,8,0
2017-10-01,e48cc16ab70bfa09e1401740dce0b3d7,2017-09-28 10:16:25,169.0,4,4,3,61.099999999999994,42.0,1,15.0,15.274999999999999,0.5,3,0
2017-10-01,e49c26c3edfa46d227d5121a6b6e4d37,2017-09-20 11:03:00,1017.0,14,14,11,542.58,73.0,1,39.0,38.75571428571429,0.83,9,0
2017-10-01,e5475dcab1e07b63d7f6e902d8f5eda8,2017-09-26 08:26:57,174.0,3,3,3,43.14,58.0,1,14.0,14.38,0.17,5,0
2017-10-01,e59aa562b9f8076dd550fcddf0e73491,2017-09-23 09:42:12,1194.0,2,3,2,71.36,597.0,1,36.0,23.786666666666665,0.17,13,0
2017-10-01,e59e489e2ea74bd409b798b5daf49de3,2017-09-05 18:29:33,297.0,1,3,1,41.13,297.0,3,41.0,13.71,0.17,0,1
2017-10-01,e5a3438891c0bfdb9394643f95273d8e,2017-09-27 19:27:54,1392.0,36,41,35,619.5300000000002,39.0,1,17.0,15.110487804878053,0.83,77,0
2017-10-01,e5a38146df062edaf55c38afa99e42dc,2017-08-28 13:13:06,3219.0,28,29,14,472.93,115.0,1,17.0,16.30793103448276,0.83,6,0
2017-10-01,e5d4b2b0c3bca22085f7a19a28de0c42,2017-09-28 10:40:08,108.0,2,2,2,32.08,54.0,1,16.0,16.04,0.33,2,0
2017-10-01,e5e33c0d8e7e002f398f5dc4cbbb338f,2017-07-10 21:20:01,484.0,3,3,3,47.05,161.0,1,16.0,15.683333333333332,0.5,1,0
2017-10-01,e5f9e61ceb5f523cc966e0f34095032f,2017-07-10 14:25:38,670.0,1,1,1,32.07,670.0,1,32.0,32.07,0.17,0,1
2017-10-01,e627629ba868740e287800f1a9be81c2,2017-07-13 13:08:15,171.0,7,7,7,64.2,24.0,1,9.0,9.171428571428573,0.5,0,1
2017-10-01,e62b2d6ac10570a035a30bafcf01d263,2017-09-17 20:41:23,136.0,2,2,2,25.08,68.0,1,13.0,12.54,0.17,8,0
2017-10-01,e63e8bfa530fb16910dd6956e592bb81,2017-09-18 21:16:42,150.0,5,5,3,112.14999999999999,30.0,1,22.0,22.43,0.33,16,0
2017-10-01,e6a69c4a27dfdd98ffe5aa757ad744bc,2017-08-27 15:29:59,104.0,2,3,2,32.62,52.0,1,16.0,10.873333333333333,0.33,4,0
2017-10-01,e732329483fd5f27367dd997b47f598a,2017-08-31 15:28:40,110.0,1,1,1,34.57,110.0,1,35.0,34.57,0.17,0,1
2017-10-01,e76ecc7e9a1a1e3c6df9d2a8261c423d,2017-08-13 10:23:44,20.0,1,1,1,14.1,20.0,1,14.0,14.1,0.17,0,1
2017-10-01,e7d5b006eb624f13074497221eb37807,2017-08-27 16:55:02,422.0,4,4,2,62.75000000000001,105.0,1,16.0,15.687500000000002,0.17,2,0
2017-10-01,e7df4cd29ab5abab70fb0783ddb53987,2017-08-18 11:21:29,3208.0,8,8,8,152.99999999999997,401.0,1,19.0,19.124999999999996,0.67,3,0
2017-10-01,e7f3bf1ecd8526eb7f3b18059e6716e5,2017-09-19 00:03:56,1226.0,14,15,9,213.66000000000003,87.0,1,15.0,14.244000000000002,0.67,0,1
2017-10-01,e81e1f9c3e762e620f3fb60a51499e16,2017-09-22 14:02:45,1065.0,4,5,3,111.64,266.0,1,28.0,22.328,0.33,4,0
2017-10-01,e88c9b79e592e370d6bd852eeefbf057,2017-07-13 11:44:22,252.0,8,9,7,142.11,31.0,1,18.0,15.790000000000001,0.5,0,1
2017-10-01,e8f6dc8e6a1dcde89d20e3995c8d90b3,2017-09-25 10:03:34,936.0,12,18,14,1325.1399999999996,78.0,1,110.0,73.61888888888888,0.83,12,0
2017-10-01,e9779976487b77c6d4ac45f75ec7afe9,2017-09-30 10:20:40,7413.0,116,131,40,1690.7599999999984,64.0,1,15.0,12.906564885496172,1.0,100,0
2017-10-01,e99e927c81e3f51739c94fcdfca9f10f,2017-09-12 12:30:13,1015.0,10,11,5,330.06000000000006,101.0,1,33.0,30.00545454545455,1.0,6,0
2017-10-01,e9b6c33b71b67737693b4cfa68341c8d,2017-08-16 20:08:12,120.0,1,1,1,21.49,120.0,1,21.0,21.49,0.17,0,1
2017-10-01,e9bc59e7b60fc3063eb2290deda4cced,2017-09-27 08:28:04,11390.0,57,80,23,1305.3200000000004,200.0,1,23.0,16.316500000000005,1.0,27,0
2017-10-01,e9d99831abad74458942f21e16f33f92,2017-09-25 13:01:16,2004.0,48,60,22,800.0800000000006,42.0,1,17.0,13.334666666666676,1.0,40,0
2017-10-01,ea8482cd71df3c1969d7b9473ff13abc,2017-09-29 20:10:50,784.0,33,34,17,457.97,24.0,1,14.0,13.469705882352942,0.33,308,0
2017-10-01,eb3071b9f0b0ddaa2df5ea130f09f26b,2017-07-24 23:21:33,1920.0,2,4,1,126.96,960.0,2,63.0,31.74,0.33,2,0
2017-10-01,eba88037e1dca898cd02881f67ced679,2017-07-30 03:10:40,346.0,2,2,1,26.0,173.0,1,13.0,13.0,0.33,1,0
2017-10-01,ebd2d60905fb58271facef5596b620d3,2017-09-26 12:48:15,4340.0,38,38,18,762.38,114.0,1,20.0,20.062631578947368,1.0,11,0
2017-10-01,ec4608a1f76453166bb312b2968aeaf4,2017-09-20 08:40:04,504.0,9,16,4,506.60000000000014,56.0,1,56.0,31.66250000000001,0.83,3,0
2017-10-01,ec8879960bd2221d5c32f8e12f7da711,2017-09-30 00:24:49,1364.0,12,12,7,223.64999999999995,114.0,1,19.0,18.637499999999996,0.83,6,0
2017-10-01,ececbfcff9804a2d6b40f589df8eef2b,2017-09-27 20:37:58,613.0,11,11,10,161.51,56.0,1,15.0,14.682727272727272,0.67,6,0
2017-10-01,ed4acab38528488b65a9a9c603ff024a,2017-07-23 07:36:10,1322.0,5,5,5,64.07000000000001,264.0,1,13.0,12.814000000000002,0.5,8,0
2017-10-01,edb1ef5e36e0c8cd84eb3c9b003e486d,2017-09-28 09:48:29,395.0,1,1,1,17.52,395.0,1,18.0,17.52,0.17,38,0
2017-10-01,edd066cd02126d7800f9b66e980e9931,2017-09-29 20:34:06,665.0,4,4,4,145.06,166.0,1,36.0,36.265,0.5,0,1
2017-10-01,edf96ef93ed595084bbcbd9224bd2894,2017-09-16 12:19:44,1711.0,10,12,5,268.21999999999997,171.0,1,27.0,22.351666666666663,1.0,3,0
2017-10-01,eeb6de78f79159600292e314a77cbd18,2017-09-14 18:52:30,15655.0,44,45,23,1169.96,356.0,1,27.0,25.999111111111112,1.0,7,0
2017-10-01,eed78ac17f7f795a19a709745f00cd4e,2017-09-12 18:14:25,799.0,4,13,4,164.88999999999996,199.0,3,41.0,12.68384615384615,0.33,4,0
2017-10-01,ef506c96320abeedfb894c34db06f478,2017-09-30 13:41:30,3734.0,122,131,44,2076.949999999998,31.0,1,17.0,15.85458015267174,1.0,76,0
2017-10-01,efcd8d2104f1a05d028af7bad20d974b,2017-09-23 14:13:17,855.0,15,18,17,317.45,57.0,1,21.0,17.63611111111111,1.0,15,0
2017-10-01,f00e21b1e91a79653163b7fd8f293ff1,2017-09-11 17:35:25,2511.0,22,22,21,375.6599999999999,114.0,1,17.0,17.07545454545454,1.0,8,0
2017-10-01,f021c962aaba8ef6eb527a9c2c8394d1,2017-08-06 17:55:55,4399.0,5,5,4,135.37,880.0,1,27.0,27.074,0.5,0,1
2017-10-01,f0b47fbbc6dee9aafe415a6e33051b3f,2017-07-25 10:57:26,50.0,1,1,1,11.85,50.0,1,12.0,11.85,0.17,10,0
2017-10-01,f0e103c63864d5405b958d984b6e94c9,2017-08-26 00:59:30,953.0,11,11,7,149.71,87.0,1,14.0,13.610000000000001,0.67,0,1
2017-10-01,f1198c871e0171278b63f40d112caeec,2017-08-15 21:33:49,226.0,1,1,1,48.29,226.0,1,48.0,48.29,0.17,1,0
2017-10-01,f181738b150df1f37cb0bd72e705b193,2017-08-25 17:53:24,911.0,5,5,2,114.99,182.0,1,23.0,22.997999999999998,0.5,2,0
2017-10-01,f19516b9ff26bfeb091b30108db4ddbd,2017-09-24 06:37:27,59.0,1,1,1,31.85,59.0,1,32.0,31.85,0.17,2,0
2017-10-01,f1c1ac3f3efc07e659c035008e615e66,2017-09-27 12:56:13,1796.0,2,8,2,194.32,898.0,4,97.0,24.29,0.33,0,1
2017-10-01,f1ed6bd0a9b11b581f16c851c6a5a527,2017-09-05 08:48:29,694.0,8,8,3,159.11,87.0,1,20.0,19.88875,0.83,4,0
2017-10-01,f214d28e8d8e3ef068748498ccc2f813,2017-09-01 23:24:45,160.0,4,5,3,62.550000000000004,40.0,1,16.0,12.510000000000002,0.33,16,0
2017-10-01,f2336e113377dd21c744d9c4fc8293a9,2017-09-15 13:18:29,2464.0,3,3,2,151.88,821.0,1,51.0,50.626666666666665,0.33,0,1
2017-10-01,f25e239052084705e17a982bc600ab2a,2017-09-03 09:33:51,2596.0,2,2,2,200.89,1298.0,1,100.0,100.445,0.33,2,0
2017-10-01,f27e33c6d29b5138fa9967bcd445b6d5,2017-09-22 15:23:01,2118.0,21,22,11,314.76,101.0,1,15.0,14.307272727272727,0.5,31,0
2017-10-01,f3511c85f59f8dec53d140501ee8e7a8,2017-08-13 20:03:35,70.0,1,1,1,8.11,70.0,1,8.0,8.11,0.17,0,1
2017-10-01,f35becee938e982bd615edf8ef12bcfb,2017-08-02 18:18:33,107.0,5,5,4,63.7,21.0,1,13.0,12.74,0.5,0,1
2017-10-01,f3b80352b986ab4d1057a4b724be19d0,2017-09-28 23:56:16,2196.0,26,27,1,500.00000000000017,84.0,1,19.0,18.518518518518526,1.0,26,0
2017-10-01,f41ce2e25237f9092cd8e6e7516c7a2f,2017-09-26 16:04:10,881.0,11,11,5,136.83,80.0,1,12.0,12.43909090909091,0.83,12,0
2017-10-01,f44b6f775a2b390380e0e30b5c9d3eee,2017-09-14 11:41:51,1266.0,4,4,4,125.11,317.0,1,31.0,31.2775,0.5,2,0
2017-10-01,f45122a9ab94eb4f3f8953578bc0c560,2017-09-29 23:22:03,11343.0,83,86,47,1569.4899999999998,137.0,1,19.0,18.24988372093023,1.0,25,0
2017-10-01,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-07-29 15:38:47,1553.0,57,61,9,713.5299999999997,27.0,1,13.0,11.697213114754094,0.67,0,1
2017-10-01,f4c4daa86e30c7e5a553a8d518ac03a5,2017-09-29 23:50:02,3751.0,13,13,13,224.81999999999996,288.0,1,17.0,17.29384615384615,0.83,5,0
2017-10-01,f4db9b37944bcb8873e6b456ee190bbf,2017-09-15 11:27:36,2260.0,13,14,6,326.93000000000006,174.0,1,25.0,23.352142857142862,0.83,4,0
2017-10-01,f593898ec748b7a8cb81fc04edafd98a,2017-09-17 16:34:35,225.0,1,1,1,54.17,225.0,1,54.0,54.17,0.17,12,0
2017-10-01,f5a590cf36251cf1162ea35bef76fe84,2017-09-30 16:57:37,12817.0,19,20,16,852.9199999999998,675.0,1,45.0,42.645999999999994,0.83,22,0
2017-10-01,f5b44895715ddfe3087dc414f30268f3,2017-09-29 02:15:28,57.0,3,3,3,31.48,19.0,1,10.0,10.493333333333334,0.17,4,0
2017-10-01,f5f2ab9bdb6b30c14c61be68c5ed37da,2017-09-09 12:42:19,1727.0,14,14,10,248.75999999999996,123.0,1,18.0,17.768571428571427,1.0,2,0
2017-10-01,f5f46307a4d15880ca14fab4ad9dfc9b,2017-09-15 10:23:15,736.0,5,6,5,164.95,147.0,1,33.0,27.491666666666664,0.5,4,0
2017-10-01,f615fe7efbef0f4f08fd3086bc7a3e60,2017-09-29 22:41:26,1934.0,21,22,17,353.03999999999996,92.0,1,17.0,16.047272727272727,0.5,2,0
2017-10-01,f61c63d13f7cd800549d5acdd390ae72,2017-09-14 10:23:41,109.0,1,1,1,13.78,109.0,1,14.0,13.78,0.17,9,0
2017-10-01,f63d8f293af3a6454377546bd9dd19ff,2017-09-21 16:31:52,688.0,10,13,9,221.52999999999997,69.0,1,22.0,17.04076923076923,0.67,3,0
2017-10-01,f664f98bfda2eaf266a23ff144e7a872,2017-07-18 11:48:20,119.0,1,1,1,0.03,119.0,1,0.0,0.03,0.17,1,0
2017-10-01,f67efa3f0b6761102a7f8c6b7b571f5d,2017-08-07 19:38:03,3557.0,18,18,5,512.2599999999999,198.0,1,28.0,28.458888888888882,0.83,1,0
2017-10-01,f680f85bee2d253556ac91be391d2c82,2017-09-30 19:19:56,50.0,1,1,1,17.6,50.0,1,18.0,17.6,0.17,19,0
2017-10-01,f7496d659ca9fdaf323c0aae84176632,2017-09-07 20:32:41,650.0,3,3,3,146.13,217.0,1,49.0,48.71,0.5,5,0
2017-10-01,f7720c4fa8e3aba4546301ab80ea1f1b,2017-09-23 10:34:02,203.0,8,8,8,121.62,25.0,1,15.0,15.2025,1.0,6,0
2017-10-01,f789d2c4f2c2eb38fc4373e7a4b35264,2017-08-03 09:47:34,635.0,9,10,9,145.72,71.0,1,16.0,14.572,0.67,5,0
2017-10-01,f7ba60f8c3f99e7ee4042fdef03b70c4,2017-09-29 16:29:57,5435.0,20,20,5,384.30999999999995,272.0,1,19.0,19.2155,0.5,23,0
2017-10-01,f805b96fa705ba7995a221f1749dc141,2017-09-25 09:34:02,1398.0,3,3,3,93.16999999999999,466.0,1,31.0,31.05666666666666,0.5,2,0
2017-10-01,f80edd2c5aaa505cc4b0a3b219abf4b8,2017-09-13 15:04:22,1473.0,25,29,5,902.68,59.0,1,36.0,31.126896551724137,1.0,8,0
2017-10-01,f8201cab383e484733266d1906e2fdfa,2017-09-18 13:48:16,365.0,4,4,3,116.02,91.0,1,29.0,29.005,0.5,2,0
2017-10-01,f84a00e60c73a49e7e851c9bdca3a5bb,2017-09-19 22:16:32,1596.0,20,20,9,615.9699999999999,80.0,1,31.0,30.798499999999997,1.0,15,0
2017-10-01,f84fa566034f5e8e880a07ec624c56af,2017-08-24 19:33:26,120.0,2,2,1,17.44,60.0,1,9.0,8.72,0.33,1,0
